Iteration,xn,fxn,dfxn,Error
199,6.84722311734854e-09,3.21028388612586e-25,1.21948203284608e-14,0.00388673084783181
200,6.82089813838486e-09,3.17339908220272e-25,1.21858433957581e-14,0.00385945933066125
201,6.79485645231406e-09,3.13719026633018e-25,1.21769671583169e-14,0.00383255867928339
202,6.76909313846471e-09,3.10164057419971e-25,1.2168189807291e-14,0.00380602147471702
203,6.74360339329044e-09,3.06673367119352e-25,1.21595095781651e-14,0.00377984049293722
204,6.71838252684447e-09,3.03245373239512e-25,1.21509247493844e-14,0.00375400869855088
205,6.69342595938199e-09,2.99878542347858e-25,1.21424336410358e-14,0.00372851923871629
206,6.66872921808506e-09,2.96571388243223e-25,1.21340346135779e-14,0.00370336543729485
207,6.64428793390483e-09,2.93322470207544e-25,1.21257260666173e-14,0.00367854078922601
208,6.62009783851622e-09,2.9013039133292e-25,1.21175064377294e-14,0.00365403895511381
209,6.59615476138036e-09,2.86993796920359e-25,1.21093742013223e-14,0.00362985375601713
210,6.57245462691024e-09,2.83911372946702e-25,1.21013278675415e-14,0.00360597916843477
211,6.54899345173555e-09,2.80881844596423e-25,1.20933659812133e-14,0.00358240931947624
212,6.52576734206246e-09,2.77903974855177e-25,1.20854871208269e-14,0.00355913848221024
213,6.50277249112458e-09,2.74976563162139e-25,1.20776898975514e-14,0.00353616107118503
214,6.48000517672136e-09,2.72098444118322e-25,1.20699729542874e-14,0.00351347163811046
215,6.45746175884057e-09,2.6926848624825e-25,1.20623349647528e-14,0.0034910648676976
216,6.43513867736131e-09,2.66485590812436e-25,1.2054774632599e-14,0.00346893557364778
217,6.41303244983452e-09,2.63748690668334e-25,1.20472906905582e-14,0.00344707869478547
218,6.39113966933782e-09,2.61056749177468e-25,1.20398818996203e-14,0.00342548929132837
219,6.36945700240188e-09,2.58408759156638e-25,1.20325470482369e-14,0.00340416254129029
220,6.34798118700547e-09,2.55803741871149e-25,1.20252849515534e-14,0.00338309373701025
221,6.32670903063647e-09,2.5324074606817e-25,1.2018094450666e-14,0.00336227828180261
222,6.30563740841652e-09,2.50718847048376e-25,1.20109744119042e-14,0.00334171168672488
223,6.28476326128655e-09,2.48237145774161e-25,1.20039237261372e-14,0.00332138956745616
224,6.26408359425121e-09,2.45794768012768e-25,1.19969413081027e-14,0.00330130764128387
225,6.2435954746797e-09,2.43390863512788e-25,1.19900260957582e-14,0.00328146172419333
226,6.22329603066107e-09,2.41024605212536e-25,1.1983177049654e-14,0.00326184772805618
227,6.2031824494118e-09,2.38695188478908e-25,1.19763931523256e-14,0.0032424616579142
228,6.18325197573388e-09,2.36401830375364e-25,1.19696734077064e-14,0.00322329960935471
229,6.16350191052131e-09,2.3414376895779e-25,1.19630168405594e-14,0.00320435776597319
230,6.14392960931348e-09,2.31920262597e-25,1.19564224959266e-14,0.00318563239692104
231,6.1245324808935e-09,2.29730589326758e-25,1.19498894385966e-14,0.00316711985453428
232,6.10530798592999e-09,2.27574046216194e-25,1.19434167525882e-14,0.00314881657204027
233,6.08625363566068e-09,2.254499487656e-25,1.1937003540651e-14,0.00313071906133998
234,6.06736699061632e-09,2.2335763032459e-25,1.19306489237814e-14,0.00311282391086188
235,6.0486456593835e-09,2.21296441531698e-25,1.19243520407534e-14,0.0030951277834859
236,6.03008729740497e-09,2.19265749774498e-25,1.19181120476645e-14,0.00307762741453421
237,6.0116896058161e-09,2.17264938669401e-25,1.19119281174949e-14,0.00306031960982625
238,5.99345033031625e-09,2.15293407560299e-25,1.19057994396808e-14,0.00304320124379645
239,5.9753672600738e-09,2.13350571035289e-25,1.18997252197004e-14,0.00302626925767059
240,5.95743822666367e-09,2.11435858460722e-25,1.18937046786726e-14,0.00300952065770118
241,5.93966110303626e-09,2.09548713531879e-25,1.18877370529676e-14,0.00299295251345694
242,5.92203380251656e-09,2.07688593839585e-25,1.18818215938294e-14,0.00297656195616663
243,5.90455427783261e-09,2.05854970452126e-25,1.18759575670094e-14,0.00296034617711442
244,5.88722052017218e-09,2.04047327511851e-25,1.18701442524111e-14,0.00294430242608371
245,5.87003055826667e-09,2.0226516184586e-25,1.1864380943745e-14,0.00292842800985111
246,5.85298245750145e-09,2.00507982590235e-25,1.18586669481939e-14,0.00291272029072377
247,5.83607431905164e-09,1.98775310827255e-25,1.1853001586088e-14,0.00289717668512429
248,5.81930427904249e-09,1.97066679235102e-25,1.1847384190589e-14,0.00288179466221568
249,5.80267050773358e-09,1.95381631749558e-25,1.1841814107384e-14,0.00286657174257008
250,5.78617120872602e-09,1.9371972323722e-25,1.18362906943879e-14,0.00285150549687647
251,5.76980461819196e-09,1.92080519179795e-25,1.18308133214539e-14,0.00283659354468659
252,5.75356900412547e-09,1.90463595369042e-25,1.18253813700933e-14,0.0028218335531992
253,5.73746266561442e-09,1.8886853761195e-25,1.18199942332023e-14,0.00280722323608
254,5.72148393213235e-09,1.87294941445761e-25,1.18146513147966e-14,0.00279276035231572
255,5.70563116284992e-09,1.85742411862461e-25,1.18093520297544e-14,0.00277844270510217
256,5.6899027459652e-09,1.84210563042384e-25,1.18040958035652e-14,0.00276426814076556
257,5.67429709805214e-09,1.82699018096581e-25,1.17988820720865e-14,0.00275023454771343
258,5.65881266342686e-09,1.81207408817622e-25,1.17937102813073e-14,0.00273633985541777
259,5.64344791353091e-09,1.7973537543853e-25,1.17885798871175e-14,0.00272258203342573
260,5.62820134633116e-09,1.78282566399522e-25,1.17834903550839e-14,0.00270895909040035
261,5.61307148573578e-09,1.76848638122286e-25,1.17784411602327e-14,0.00269546907318697
262,5.59805688102566e-09,1.75433254791508e-25,1.17734317868373e-14,0.00268211006590698
263,5.58315610630102e-09,1.74036088143388e-25,1.17684617282123e-14,0.00266888018907751
264,5.56836775994254e-09,1.72656817260884e-25,1.17635304865127e-14,0.00265577759875523
265,5.5536904640866e-09,1.71295128375439e-25,1.17586375725386e-14,0.00264280048570386
266,5.53912286411435e-09,1.69950714674966e-25,1.17537825055456e-14,0.0026299470745864
267,5.52466362815394e-09,1.68623276117857e-25,1.17489648130589e-14,0.00261721562317751
268,5.51031144659575e-09,1.67312519252798e-25,1.17441840306942e-14,0.00260460442159962
269,5.49606503162e-09,1.66018157044193e-25,1.17394397019814e-14,0.0025921117915788
270,5.48192311673661e-09,1.64739908702987e-25,1.17347313781944e-14,0.00257973608572162
271,5.46788445633667e-09,1.63477499522708e-25,1.17300586181845e-14,0.00256747568681156
272,5.45394782525545e-09,1.62230660720529e-25,1.17254209882185e-14,0.00255532900712447
273,5.44011201834638e-09,1.60999129283193e-25,1.17208180618204e-14,0.00254329448776201
274,5.4263758500658e-09,1.59782647817612e-25,1.17162494196183e-14,0.00253137059800427
275,5.41273815406813e-09,1.58580964405999e-25,1.1711714649194e-14,0.00251955583467827
276,5.39919778281115e-09,1.57393832465352e-25,1.17072133449371e-14,0.00250784872154441
277,5.38575360717105e-09,1.5622101061116e-25,1.17027451079028e-14,0.00249624780869853
278,5.37240451606715e-09,1.5506226252518e-25,1.16983095456729e-14,0.00248475167198983
279,5.35914941609567e-09,1.53917356827139e-25,1.16939062722208e-14,0.00247335891245482
280,5.34598723117268e-09,1.52786066950239e-25,1.16895349077794e-14,0.0024620681557647
281,5.33291690218563e-09,1.51668171020333e-25,1.16851950787125e-14,0.0024508780516887
282,5.31993738665348e-09,1.50563451738635e-25,1.16808864173898e-14,0.00243978727357032
283,5.30704765839498e-09,1.49471696267871e-25,1.16766085620639e-14,0.00242879451781764
284,5.29424670720496e-09,1.48392696121736e-25,1.16723611567517e-14,0.0024178985034061
285,5.28153353853849e-09,1.4732624705755e-25,1.16681438511177e-14,0.00240709797139483
286,5.26890717320247e-09,1.46272148972014e-25,1.16639563003602e-14,0.00239639168445515
287,5.25636664705462e-09,1.45230205799962e-25,1.16597981651012e-14,0.00238577842641063
288,5.24391101070967e-09,1.44200225416004e-25,1.16556691112776e-14,0.00237525700178879
289,5.23153932925241e-09,1.43182019538969e-25,1.16515688100363e-14,0.00236482623538506
290,5.21925068195749e-09,1.42175403639069e-25,1.16474969376306e-14,0.00235448497183621
291,5.20704416201588e-09,1.4118019684767e-25,1.16434531753203e-14,0.00234423207520627
292,5.19491887626758e-09,1.4019622186961e-25,1.16394372092733e-14,0.00233406642858074
293,5.18287394494067e-09,1.39223304897971e-25,1.16354487304696e-14,0.00232398693367232
294,5.17090850139629e-09,1.38261275531227e-25,1.16314874346083e-14,0.00231399251043597
295,5.15902169187958e-09,1.37309966692694e-25,1.16275530220157e-14,0.00230408209669343
296,5.14721267527628e-09,1.36369214552208e-25,1.16236451975565e-14,0.00229425464776675
297,5.13548062287495e-09,1.35438858449961e-25,1.16197636705463e-14,0.00228450913612102
298,5.12382471813454e-09,1.34518740822429e-25,1.16159081546669e-14,0.00227484455101607
299,5.11224415645729e-09,1.33608707130319e-25,1.16120783678829e-14,0.00226525989816541
300,5.10073814496671e-09,1.32708605788482e-25,1.16082740323606e-14,0.00225575419940525
301,5.08930590229062e-09,1.31818288097726e-25,1.16044948743885e-14,0.00224632649236968
302,5.07794665834898e-09,1.30937608178464e-25,1.16007406242998e-14,0.00223697583017464
303,5.06665965414649e-09,1.30066422906157e-25,1.15970110163968e-14,0.00222770128110991
304,5.05544414156982e-09,1.29204591848473e-25,1.15933057888765e-14,0.00221850192833616
305,5.04429938318931e-09,1.28351977204138e-25,1.15896246837585e-14,0.00220937686959218
306,5.03322465206501e-09,1.27508443743394e-25,1.1585967446814e-14,0.00220032521690701
307,5.02221923155708e-09,1.26673858750052e-25,1.15823338274966e-14,0.00219134609631918
308,5.01128241514022e-09,1.25848091965059e-25,1.15787235788749e-14,0.00218243864760274
309,5.00041350622226e-09,1.25031015531551e-25,1.15751364575663e-14,0.00217360202400024
310,4.98961181796658e-09,1.2422250394135e-25,1.1571572223672e-14,0.00216483539196021
311,4.97887667311849e-09,1.23422433982843e-25,1.15680306407139e-14,0.00215613793088279
312,4.96820740383522e-09,1.22630684690229e-25,1.15645114755731e-14,0.00214750883286986
313,4.95760335151971e-09,1.21847137294064e-25,1.15610144984289e-14,0.00213894730248118
314,4.94706386665784e-09,1.21071675173093e-25,1.15575394826997e-14,0.00213045255649627
315,4.93658830865916e-09,1.20304183807305e-25,1.15540862049853e-14,0.00212202382368174
316,4.92617604570102e-09,1.19544550732206e-25,1.155065444501e-14,0.00211366034456372
317,4.91582645457601e-09,1.18792665494235e-25,1.15472439855673e-14,0.00210536137120595
318,4.90553892054254e-09,1.18048419607331e-25,1.15438546124656e-14,0.00209712616699132
319,4.89531283717868e-09,1.17311706510587e-25,1.15404861144751e-14,0.00208895400641075
320,4.88514760623894e-09,1.16582421526974e-25,1.15371382832759e-14,0.00208084417485463
321,4.87504263751407e-09,1.15860461823099e-25,1.1533810913407e-14,0.00207279596841037
