-4,0.5,0,0,0,0
-1,0,-0.166666666666667,0,0,0
1.3,1,0.434782608695652,0.113480995351381,0,0
2,0,-1.42857142857143,-0.62111801242236,-0.12243316796229,0
10,0.5,0.0625,0.171387520525452,0.0720459575407102,0.0138913661073572
